text,labels
During this week There is constant drama around this issue for this case.,drama
In this project I feel depressed and disconnected for our team.,depressed
During this week Your words were sweet and comforting today.,sweet
In this project the tone is overreaction right now.,drama
During this week the tone is tender for our team.,sweet
From my perspective the tone is helpful for our team.,nice
In this project the tone is tense for this release.,tensed
In today's discussion the tone is expecting for this release.,hopeful
In this situation This makes me worried and uncertain today.,worried
In this project This workload is stressful and draining right now.,stressed
During this week the tone is expecting right now.,hopeful
From my perspective. the tone feels tender. I am stressed by constant pressure. the tone feels drama for this case.,"drama,stressed,sweet"
From my perspective I am hopeful that this will improve for this case.,hopeful
In today's discussion the tone is deeply moved for this release.,emotional
In this project the tone is delighted right now.,joy
During this week the tone is fed up for this case.,frustrated
